Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2025-01-13,290.4602966308594,301.90532797124416,289.1453296381405,293.28502182508817,29630336
2025-01-14,302.3436279296875,304.58394975310665,292.4083846002882,292.65189590334455,22732888
2025-01-15,313.00946044921875,315.8828762245816,304.4378440465098,304.4378440465098,21894626
2025-01-16,317.0517272949219,318.8049968459834,313.30164715601063,316.27250298900606,14865186
2025-01-17,317.6848449707031,320.46087981388723,314.9575302241897,316.8569005823147,7129232
2025-01-20,327.327880859375,328.2532356988748,316.12636094680215,317.73355932335454,17991880
2025-01-21,315.8828430175781,329.47078529927836,315.3958204229007,329.0324530738686,12774630
2025-01-22,314.03216552734375,318.51277937806805,309.11324917332604,318.51277937806805,11068145
2025-01-23,315.249755859375,316.6621334366349,311.2561641784536,312.6685417557136,6477347
2025-01-24,315.249755859375,321.3375389932479,313.7399975323759,316.3699020109069,7492600
2025-01-27,313.8373718261719,316.6133768347771,306.8242345742741,315.2497195151026,13803855
2025-01-28,309.9898986816406,315.44455798924594,300.1520357791654,314.12959096568454,22008929
2025-01-29,312.9120178222656,314.51918644341225,305.16834665833164,311.69446133268485,16056888
2025-01-30,314.61663818359375,318.31799850731676,312.81464839750333,313.8861041940034,10375720
2025-01-31,318.0523681640625,320.26106516520184,311.7207581111816,316.53083332400354,13195557
2025-02-01,311.8680114746094,324.7275115670738,310.9354385866664,320.06470704209613,10097627
2025-02-03,305.53643798828125,308.28502689325904,298.4195249748996,304.40755432935725,15881217
2025-02-04,313.2423095703125,314.56753370604025,304.603832581495,309.07032652358714,12141064
2025-02-05,313.7331237792969,317.11977431666554,312.55514014007485,315.107418053477,12226722
2025-02-06,307.0579528808594,316.77624363752193,305.6836585180837,316.67807333503004,13384442
2025-02-07,311.1318054199219,313.38957266052614,306.3708301961734,307.7451246016443,8937447
2025-02-10,304.8002014160156,311.0336414783167,303.32773667487544,310.6900603805763,6806132
2025-02-11,299.9901428222656,306.6162338681028,298.56674831835977,306.6162338681028,13241830
2025-02-12,300.6282043457031,301.8552582409917,294.4929348692602,300.57913417283976,7616083
2025-02-13,301.0699768066406,302.9350928665682,297.53605534935167,300.53005508049546,9086906
2025-02-14,294.8365173339844,302.59149199709935,292.87323109231625,301.2171976194058,7446248
2025-02-17,296.7998046875,297.6342073348089,287.42509487399354,292.0388295421455,6464173
2025-02-18,305.48736572265625,306.66531954928587,292.038842344354,295.62183391441533,15793327
2025-02-19,309.021240234375,310.5428050351532,304.8983571309295,305.4873489906704,13079903
2025-02-20,319.1812744140625,321.1445607766984,305.7818509805468,306.81256433798166,22888146
2025-02-21,320.26104736328125,323.696798062964,315.6473130121884,317.3651883620298,10809296
2025-02-24,314.2239685058594,319.42666505563915,313.58590646973477,316.1872547446247,6034113
2025-02-25,312.84967041015625,315.5982591287964,309.95381125946335,314.22396476947637,10686112
2025-02-27,309.9047546386719,313.4386460150635,308.72677087496027,309.561173544475,7302366
2025-02-28,305.7327575683594,309.8556406421271,300.92268237957506,308.23593550752656,21127180
2025-03-03,308.62860107421875,311.966181800376,302.05160992860306,305.58550131078624,9779703
2025-03-04,307.9905090332031,309.11939255691084,302.34606145729583,305.5854715613908,8734999
2025-03-05,320.2120056152344,321.29178910793786,307.74512570116985,307.79419587543043,10493615
2025-03-06,331.69720458984375,332.58067740725744,317.2670686857655,322.9605868045386,26294903
2025-03-07,323.50048828125,332.5316172492711,322.6661155691786,329.6848581041465,8992315
2025-03-10,323.3532409667969,328.8013783116457,320.31014127292246,323.4023410977097,11383132
2025-03-11,324.2366943359375,327.13255337804566,317.7578740338805,320.997284184909,10299324
2025-03-12,324.0894470214844,328.65408121329176,320.4082855833544,324.9238496056008,6984859
2025-03-13,325.8073425292969,328.4086907818121,322.42069177097835,325.9055128318649,8965150
2025-03-17,325.56195068359375,328.3596397039358,324.4330670318409,326.83810477644784,4353561
2025-03-18,325.56195068359375,325.56195068359375,325.56195068359375,325.56195068359375,0
2025-03-19,335.0347900390625,337.587068181891,330.17567449456055,332.77702281119747,30582397
2025-03-20,335.4765319824219,338.3723911324457,334.05313749362296,338.3723911324457,15002119
2025-03-21,344.8511962890625,347.35440407587674,335.47651701383273,335.7219277797536,36406837
2025-03-24,360.2139587402344,361.2446720443691,347.15808712942567,350.4465976082603,24588471
2025-03-25,360.2139587402344,364.63135282773345,357.46534000025684,362.2263151749245,23189083
2025-03-26,348.13970947265625,362.2262935464937,346.8144853340611,360.21393723196087,18668095
2025-03-27,354.02960205078125,357.7598640583684,344.5567514843525,347.4035106760822,37930538
2025-03-28,351.03558349609375,357.612574384314,349.9066999066665,355.3548072054595,11327077
2025-04-01,345.68560791015625,356.23827112027277,344.409483876997,345.88194851096677,18736320
2025-04-02,345.29296875,346.9617740431828,340.67923408581504,345.6856200079928,13593404
2025-04-03,352.31170654296875,354.71674414784326,345.2929642908617,345.2929642908617,10317410
2025-04-04,343.9677429199219,352.26263925875276,342.1516971582249,352.26263925875276,10872963
2025-04-07,343.3787536621094,344.9493886559623,318.0523729817001,321.978945487647,18025165
2025-04-08,346.4709777832031,351.67367473563104,343.5751183739591,350.2993802536098,17506712
2025-04-09,342.9370422363281,348.28697945736656,341.80815859940236,347.5016769162108,7462119
2025-04-11,353.48968505859375,354.86397940228767,344.5567268885283,344.5567268885283,11246077
2025-04-15,355.8456115722656,361.6863998003304,354.9130386762321,360.26300537109375,17497327
2025-04-16,352.704345703125,356.3364370722082,351.33005138633143,355.84561553354126,11541484
2025-04-17,357.318115234375,358.74150981921906,350.69202381175955,352.6553101592012,12288196
2025-04-21,357.8580017089844,361.4410232060176,355.15848302114233,359.08505565800345,7375594
2025-04-22,353.6369323730469,360.3120935757662,353.09704064244846,360.3120935757662,12077119
2025-04-23,357.1217346191406,357.56348598078785,351.3300465343298,356.28736198082527,9719205
2025-04-24,356.53277587890625,359.72311586420875,354.9621409715912,357.072667585779,7491123
2025-04-25,349.9067077636719,359.0850471181559,344.65491099529527,356.5327989307918,9785640
2025-04-28,354.864013671875,356.23830814828597,347.2072087623189,347.2072087623189,5315840
2025-04-29,350.39752197265625,357.66167503405745,347.5998331027099,357.3180939522447,9472828
2025-04-30,348.04156494140625,354.3731752071417,345.5383869055786,350.4466026286692,16739088
2025-05-02,342.2989501953125,351.4282187554535,341.2191368277745,348.04153818394076,8221620
2025-05-05,342.2008056640625,345.5383863590105,339.20677610329034,344.5567432159451,9492646
2025-05-06,335.5256042480469,343.0842682057717,333.7586586265018,342.59344664896804,8904223
2025-05-07,335.77099609375,337.3907311057685,330.8137106325013,331.79535369075796,8465490
2025-05-08,333.7586669921875,336.8017667121199,332.18803197957357,334.789380304362,14286109
2025-05-09,328.60504150390625,332.5316140685534,324.5312284595591,328.0651497592158,11322011
2025-05-12,342.1517028808594,342.78979488480377,331.89355008974826,334.1513173183527,7978210
2025-05-13,335.23114013671875,343.3787664059948,334.2494969738001,342.2008125849156,14738980
2025-05-14,332.33526611328125,337.53799262088927,331.5499636006543,336.16369824510684,22485535
2025-05-15,335.6728820800781,337.4398277405712,326.5435829478742,333.2678444157787,43307763
2025-05-16,336.8017578125,341.21915181773056,335.72194439752514,336.7035875097986,6920351
2025-05-19,338.8141174316406,341.31732536616425,336.11459884721774,336.8017610152918,6218209
2025-05-20,336.3109436035156,343.2806158443929,335.28020033868836,340.5319970955578,9986143
2025-05-21,339.7957763671875,341.0228303263044,333.61143639618695,336.2618549734563,5930972
2025-05-22,335.1329650878906,340.6301727139415,332.0407951599156,339.7957700457904,8717514
2025-05-23,338.27423095703125,338.61781204641017,333.9059070150093,335.72195280969385,4045937
2025-05-26,337.19439697265625,344.75306064902304,336.2618240664945,344.55672005066185,16655082
2025-05-27,332.33526611328125,338.17605465707004,330.6173906542105,337.6852330973355,24937330
2025-05-28,333.8077392578125,334.44583126754577,330.9119099563634,332.38437467290845,10985957
2025-05-29,333.12060546875,335.9673645825774,331.84445141264035,334.7403106578784,15884093
2025-05-30,327.7706298828125,334.4948912074368,326.7399165957157,331.30455108586915,19143010
2025-06-02,326.4454040527344,328.65410104891623,324.2367070565525,327.77062824191756,29479727
2025-06-03,322.2243347167969,328.605014612179,320.99728089076183,326.88713925572995,14081719
2025-06-04,323.20599365234375,323.8931558116218,318.88676996402944,322.96058287508305,15654279
2025-06-05,322.61700439453125,325.51286357248546,321.5862911046807,323.1569260832767,16270360
2025-06-06,326.73992919921875,327.3779912566705,323.00966724645895,323.5986591292496,11402511
2025-06-09,330.9118957519531,331.35361717353294,326.6417422657948,327.770625841881,19416373
2025-06-10,332.9733581542969,334.6421334832097,330.617390701339,332.5806769405568,12061248
2025-06-11,331.8935546875,336.31094885825456,331.2554926320875,334.74031382828974,10807496
2025-06-12,327.5743408203125,335.3783861190597,326.54359750792315,331.9426349925066,11881618
2025-06-13,325.8564453125,326.7889883010632,320.60464863473845,320.8009592841026,11711773
2025-06-16,327.5743408203125,328.50688386595345,324.531240973891,325.90553543303776,8065112
2025-06-17,329.0467834472656,330.71555876487605,326.98532691857474,327.868799728765,6796992
2025-06-18,326.2981872558594,329.7339383881267,324.678481999265,329.04680613609673,17835507
2025-06-19,323.9913024902344,327.03440217922974,322.5188377978854,326.2981698330552,11610604
2025-06-20,329.0467834472656,329.8320859546858,323.6477463259836,323.9422272769235,16592862
2025-06-23,326.4945068359375,329.53760649132573,324.28580982180625,327.5743202565424,8277787
2025-06-24,323.8931579589844,325.61103341119855,315.4510211737721,324.9238712473647,100814893
2025-06-25,324.7766418457031,327.5743308118927,323.3532472966713,325.41470390109373,17963666
2025-06-26,330.96099853515625,331.59906062300036,325.21837982981305,326.29819334013473,13754087
2025-06-27,332.08984375,335.0347730056868,328.3105418377643,332.72793572129444,50845169
2025-06-30,328.75225830078125,331.0591255078024,327.52520446272416,329.5866609021339,11858890
2025-07-01,326.4945068359375,329.09585510555127,326.05275545016303,329.09585510555127,8903292
2025-07-02,327.6233825683594,329.4884984551772,325.2183450055089,326.54356917366385,11326880
2025-07-03,328.4577941894531,330.1756696507396,324.9238729633325,328.4577941894531,15786429
2025-07-04,329.34124755859375,329.8320690899776,326.1509076045984,329.53758815409486,5899185
2025-07-07,331.2554931640625,332.7770280645951,327.6234015237717,329.3412770373795,9454556
2025-07-08,336.8999328613281,337.5870650751774,330.8137334965443,331.9917172308156,12092302
2025-07-09,337.68524169921875,339.2558767218522,336.5072579429008,336.9490093408629,9079872
2025-07-10,335.1820373535156,338.6668582599091,334.9366265866606,337.68521519248907,6426072
2025-07-11,336.40911865234375,337.68524276122537,333.2678485971977,334.24949174475944,17234194
2025-07-14,335.82012939453125,338.6668885532144,333.70960260226815,336.7526724175736,11516965
2025-07-15,335.7219543457031,337.78341093403697,334.6912410302218,336.8508379667948,8450777
2025-07-16,336.1636962890625,337.48889052673826,334.54396118546697,335.72194490492365,6001484
2025-07-17,336.3599853515625,338.17603098694286,335.72192336004196,337.88155005466217,7562006
2025-07-18,335.82012939453125,337.58707509099065,334.39673483650387,336.70360224276095,6370338
2025-07-21,335.28021240234375,336.50726636364254,333.07151527200585,335.8201341197385,4463318
2025-07-22,334.5930480957031,336.31092347690424,333.8077156613039,335.280180273762,4728372
2025-07-23,336.7526550292969,337.68522796155736,334.69122847566024,335.5256011486226,5058422
2025-07-24,332.6788635253906,337.29259839629833,330.32292591450306,337.29259839629833,9098453
2025-07-25,327.08349609375,333.6604869534886,326.4454041066292,332.6788438439124,7790739
2025-07-28,326.8381042480469,330.4210958140664,324.28582602383705,327.3289258312652,4605823
2025-07-29,328.4577941894531,329.34126700664063,322.46976516149465,325.90551608406764,7551356
2025-07-30,332.5806884765625,336.01643951436733,326.3963485914624,328.8504564756087,12537358
2025-07-31,328.1142272949219,333.8568457910344,326.88717334093934,329.8811730057079,8935384
2025-08-01,324.82568359375,328.605015378222,324.13855142398984,326.8871400177683,7107542
2025-08-04,325.905517578125,327.1816416579826,321.1936425599438,324.825704148892,8193399
2025-08-05,327.47613525390625,328.2123675589027,325.2183382108289,326.34725171105214,9855535
2025-08-06,326.0036926269531,329.2431030044295,325.5128710571918,327.4761573362371,13872826
2025-08-07,323.69683837890625,326.347286946004,322.617024890186,326.00370584176943,8731389
2025-08-08,328.60504150390625,331.30456014210114,323.5986554925069,323.9422365833878,11247218
2025-08-11,329.9793395996094,332.87519888136416,327.81974263932943,328.85045596612537,11993280
2025-08-12,333.8568420410156,335.57471755729523,329.58668833764625,330.07750991372615,7221182
2025-08-13,333.7095947265625,336.70359429639547,332.92426224649233,334.05314585688654,5417151
2025-08-14,333.12060546875,334.2004189139593,330.1265759180618,333.7095973440797,5689423
2025-08-18,329.88116455078125,335.52561259443235,329.2922026338624,335.18206146202004,6511340
2025-08-19,328.8995056152344,334.3967129156169,328.0160328249195,332.67883750658297,10316115
2025-08-20,335.7219543457031,337.09624875213524,330.32291706821377,331.59904116903544,10824544
2025-08-21,332.5806884765625,338.0288259537903,330.7155724760856,336.06553964647327,11135121
2025-08-22,330.8137512207031,332.6788672687519,329.34128645265844,332.2862159887478,8534844
2025-08-25,331.64813232421875,335.132953398785,330.8627998579623,330.8627998579623,7142387
2025-08-26,327.08349609375,331.20637917954804,325.6601016019163,329.9793252925777,13113388
2025-08-28,324.7275390625,326.78899565009107,322.66611243228016,325.1692904589021,10486948
2025-08-29,321.53717041015625,325.41467245707184,320.99727871331066,324.9238509299872,11813425
2025-09-01,324.62939453125,325.5128673552989,321.9789461017325,321.9789461017325,6897558
2025-09-02,330.1265869140625,332.0408030833009,325.0220603917137,325.0220603917137,9224639
2025-09-03,328.1142272949219,331.79538915686936,327.37799492253237,330.3229244120904,10778333
2025-09-04,327.2713623046875,332.0805371672518,326.52767640616696,330.69232954214476,7934237
2025-09-05,325.9327392578125,329.00661664398234,323.2058910689708,327.27134961471944,5678244
2025-09-08,323.9495849609375,328.1638049935083,323.60252549435927,325.98231428415033,5239184
2025-09-09,321.3714599609375,325.38735155408557,320.9252363347408,324.8419940204278,9735495
2025-09-10,322.9084167480469,325.2882056129135,322.41262614033894,322.75968561786596,6509477
2025-09-11,328.262939453125,330.6923254625849,323.2554665691235,323.7016902069937,10309925
2025-09-12,328.9075012207031,330.692335303988,325.6352650538046,329.20496348103154,5257048
2025-09-15,328.3125305175781,330.98978151266977,327.8663068880683,328.2133663487253,6566824
2025-09-16,332.2292785644531,332.97296448596194,328.41171504256715,328.41171504256715,8784889
2025-09-17,333.5679016113281,334.60908000269984,331.73347038328313,332.67548460490667,7936518
2025-09-18,334.1133117675781,334.7578335230772,331.28729917429666,334.16287872544035,6497322
2025-09-19,335.7989807128906,336.6418308186182,333.61752014233116,334.1133107620935,10646331
2025-09-22,336.3443603515625,337.4846726970855,334.0141384433545,336.29476313440057,6966213
2025-09-23,340.11236572265625,341.20311114007916,335.2536236930356,336.592264420752,10738268
2025-09-24,344.67364501953125,347.45006038681214,339.3686793342708,340.40982753183664,14653575
2025-09-25,337.6333923339844,347.84666640017724,337.1376017431856,346.35929462778086,13228081
2025-09-26,335.0552673339844,337.8812796872413,333.61749281085747,337.63338439766886,6337702
2025-09-29,338.0796203613281,340.8560356016022,335.1544437333572,336.2451890994136,16922231
2025-09-30,337.5838317871094,340.1619186996749,336.2947580701699,338.2283535152508,8308029
2025-10-01,337.385498046875,340.16191325938325,335.20400733657834,337.43506500184054,6022078
2025-10-03,339.1207580566406,340.60812980250313,335.8981192739387,337.3854910198011,8506827
2025-10-06,336.24517822265625,338.92242920474837,332.824211108107,337.7325499662593,8436245
2025-10-07,335.1544494628906,338.5258195296167,334.01413712187906,336.2451948475936,16130172
2025-10-08,330.98980712890625,336.3939370127404,329.5024352629693,336.3939370127404,13223442
2025-10-09,333.0225524902344,333.5679100466564,328.4117059565769,330.9897928712883,6824759
2025-10-10,336.84014892578125,339.07120664685397,333.12171939065996,333.17128634686543,8970962
2025-10-13,338.82330322265625,339.2199296447637,333.3696067018744,335.1048737766686,6663149
2025-10-14,333.8157958984375,340.11234240025266,332.3780213537221,339.12076122707407,7545848
2025-10-15,336.3939208984375,338.87287388958293,333.914967907292,334.1132962508463,8121744
2025-10-16,338.6249694824219,339.71571482131924,336.7905382661839,337.3359260659605,6788416
2025-10-17,338.1291809082031,341.30225277465394,337.2863308567406,338.6249714960451,7032129
2025-10-20,339.0711975097656,341.55015046637845,337.4350643498762,338.52580970291706,6896835
2025-10-21,339.1207580566406,340.60812980250313,338.1787438466655,340.0627722666158,346988
2025-10-23,339.7652893066406,342.29383950203896,338.178753347683,340.90560162504073,8710859
2025-10-24,336.7409973144531,340.36026281151896,335.3031924029744,339.56700991869786,7584711
2025-10-27,338.87286376953125,340.0131760592727,337.5838203568941,337.8317156486055,6752390
2025-10-28,336.2947692871094,340.01319891270913,334.4603379530153,339.51740829596247,13186584
2025-10-29,344.574462890625,347.0534158610611,336.29475391723696,336.39391808818567,15423201
2025-10-30,342.2442321777344,346.0618257054123,340.55856235791225,346.0618257054123,6721032
2025-10-31,334.1133117675781,342.09552866551013,332.77467103805975,342.09552866551013,18651312
2025-11-03,332.3780212402344,334.65864583350407,330.5931569727288,334.0141241232892,10242245
2025-11-04,327.8167419433594,333.1712742270196,326.9243249395253,332.5763194709116,11887651
2025-11-06,323.8999938964844,330.1469736315599,321.8672645346682,329.25452634036566,11587302
2025-11-07,326.1000061035156,327.1000061035156,320.8500061035156,324.3999938964844,8578167
2025-11-10,325.45001220703125,328.25,324.0,326.1000061035156,5246998
2025-11-11,326.6499938964844,327.45001220703125,322.8500061035156,325.95001220703125,6103758
2025-11-12,327.1499938964844,328.25,325.54998779296875,327.5,6850550
2025-11-13,326.95001220703125,329.95001220703125,325.54998779296875,327.1499938964844,7276001
2025-11-14,328.45001220703125,329.8999938964844,326.20001220703125,327.0,9169855
2025-11-17,330.20001220703125,331.45001220703125,328.54998779296875,329.0,6283156
2025-11-18,328.45001220703125,329.75,327.1499938964844,329.04998779296875,6776200
2025-11-19,326.6000061035156,328.95001220703125,325.04998779296875,328.95001220703125,6935056
2025-11-20,326.6000061035156,330.0,326.20001220703125,328.0,5155775
2025-11-21,326.6499938964844,328.3999938964844,325.0,326.8500061035156,6142545
2025-11-24,323.45001220703125,327.1000061035156,322.04998779296875,326.70001220703125,13719726
2025-11-25,323.70001220703125,325.6000061035156,322.5,323.45001220703125,8074651
2025-11-26,326.1000061035156,327.79998779296875,324.0,324.29998779296875,7101095
2025-11-27,327.3500061035156,328.75,325.0,327.1499938964844,6755179
2025-11-28,326.45001220703125,328.1499938964844,324.25,328.0,8930988
2025-12-01,327.1000061035156,328.25,325.45001220703125,327.1000061035156,6936186
2025-12-02,328.6000061035156,329.95001220703125,326.75,327.45001220703125,5806943
2025-12-03,322.95001220703125,329.0,321.29998779296875,329.0,8546132
2025-12-04,322.95001220703125,324.29998779296875,321.1000061035156,322.8999938964844,5965357
2025-12-05,323.29998779296875,324.1499938964844,320.95001220703125,322.25,6574010
2025-12-08,319.5,323.20001220703125,317.8500061035156,323.20001220703125,7906928
2025-12-09,319.8500061035156,321.3999938964844,315.54998779296875,317.45001220703125,7152584
2025-12-10,321.6000061035156,323.70001220703125,319.5,319.8500061035156,5484712
2025-12-11,322.6000061035156,323.45001220703125,319.1499938964844,321.6499938964844,6317942
2025-12-12,325.04998779296875,325.95001220703125,322.8999938964844,322.8999938964844,4261023
2025-12-15,323.95001220703125,325.29998779296875,321.54998779296875,323.04998779296875,10219819
2025-12-16,321.0,323.79998779296875,319.04998779296875,322.04998779296875,5241263
2025-12-17,321.25,322.3999938964844,319.54998779296875,320.0,5043027
2025-12-18,318.5,322.1499938964844,317.0,322.0,5554193
2025-12-19,319.8999938964844,320.6000061035156,317.5,318.95001220703125,10833662
2025-12-22,320.70001220703125,323.6499938964844,319.5,319.95001220703125,8925871
2025-12-23,323.25,324.75,320.25,321.04998779296875,6024641
2025-12-24,322.54998779296875,326.6499938964844,322.25,323.8999938964844,5678004
2025-12-26,324.1000061035156,325.75,322.29998779296875,322.54998779296875,4174183
2025-12-29,325.5,325.79998779296875,323.04998779296875,324.1000061035156,14043845
2025-12-30,324.8999938964844,325.54998779296875,323.3500061035156,325.0,8035909
2025-12-31,329.54998779296875,330.6499938964844,324.70001220703125,324.75,8497983
2026-01-01,336.29998779296875,336.8999938964844,329.6000061035156,329.79998779296875,10357315
2026-01-02,352.1000061035156,353.0,335.95001220703125,336.79998779296875,23128940
2026-01-05,350.6000061035156,354.79998779296875,348.3999938964844,350.3500061035156,18248271
2026-01-06,350.79998779296875,354.1000061035156,346.1499938964844,349.8999938964844,8641743
2026-01-07,348.8500061035156,351.3500061035156,346.29998779296875,349.54998779296875,7165806
2026-01-08,344.3999938964844,349.79998779296875,342.20001220703125,346.75,8805975
2026-01-09,336.0,344.3999938964844,334.3999938964844,344.3999938964844,10161744
2026-01-12,337.45001220703125,340.6499938964844,333.70001220703125,336.75,9406174
2026-01-13,337.8999938964844,339.25,335.04998779296875,337.45001220703125,5583379
2026-01-14,349.1000061035156,350.5,337.45001220703125,338.8999938964844,20389924
2026-01-15,349.1000061035156,349.1000061035156,349.1000061035156,349.1000061035156,0
2026-01-16,346.3500061035156,354.04998779296875,345.3999938964844,352.6499938964844,14275582
2026-01-19,343.3500061035156,347.95001220703125,342.04998779296875,343.5,9974363
2026-01-20,338.75,348.29998779296875,337.70001220703125,343.0,7718407
2026-01-21,338.70001220703125,341.6000061035156,336.79998779296875,338.79998779296875,6948955
2026-01-22,342.45001220703125,343.20001220703125,337.1000061035156,338.70001220703125,5885972
2026-01-23,336.70001220703125,345.45001220703125,336.1000061035156,343.95001220703125,10084314
2026-01-27,344.70001220703125,346.5,337.04998779296875,340.5,12203590
2026-01-28,348.04998779296875,353.25,344.70001220703125,344.70001220703125,13566973
2026-01-29,358.1499938964844,360.5,347.29998779296875,350.0,20624409
2026-01-30,356.0,359.3500061035156,351.1000061035156,359.0,22641103
2026-02-02,350.3500061035156,352.75,337.75,344.95001220703125,12622760
2026-02-03,358.54998779296875,365.95001220703125,353.79998779296875,365.95001220703125,11559806
2026-02-04,367.25,368.54998779296875,357.6000061035156,359.45001220703125,15514262
